Date,Borough,Outcome type_Formal action is not in the public interest,Outcome type_Investigation complete; no suspect identified,Outcome type_Local resolution,Outcome type_Offender given a caution,Outcome type_Offender given a drugs possession warning,Outcome type_Offender given penalty notice,Outcome type_Suspect charged,Outcome type_Suspect charged as part of another case,Outcome type_Unable to prosecute suspect,Total
2023-03-01,Middlesbrough,0,3,0,0,0,0,0,0,0,3
2023-03-01,Milton Keynes,0,1,0,0,0,0,0,0,0,1
2023-03-01,Newark and Sherwood,0,1,0,0,0,0,0,0,0,1
2023-03-01,Newcastle,0,1,0,0,0,0,0,0,0,1
2023-03-01,Newham,0,3045,122,25,0,31,146,0,0,3369
2023-03-01,North Hertfordshire,0,1,0,0,0,0,0,0,0,1
2023-03-01,Nottingham,0,1,0,0,0,0,0,0,0,1
2023-03-01,Oldham,0,3,0,0,0,0,0,0,0,3
2023-03-01,Oxford,0,1,0,0,0,0,0,0,0,1
2023-03-01,Powys,0,3,0,0,0,0,0,0,0,3
2023-03-01,Preston,0,2,0,0,0,0,0,0,0,2
2023-03-01,Reading,0,1,0,0,0,0,0,0,0,1
2023-03-01,Redbridge,0,2606,53,5,0,12,102,0,0,2778
2023-03-01,Reigate and Banstead,0,7,0,0,0,0,0,0,0,7
2023-03-01,Richmond upon Thames,0,1012,19,5,0,0,45,0,0,1081
2023-03-01,Rochford,0,1,0,0,0,0,0,0,0,1
2023-03-01,Runnymede,0,1,0,0,0,0,0,0,0,1
2023-03-01,Sandwell,0,1,0,0,0,0,0,0,0,1
2023-03-01,Sevenoaks,0,5,0,0,0,0,0,0,0,5
2023-03-01,Shepway,0,1,0,0,0,0,0,0,0,1
2023-03-01,Slough,0,6,0,0,0,0,0,0,0,6
2023-03-01,South Bucks,0,8,1,0,0,0,1,0,0,10
2023-03-01,South Gloucestershire,0,1,0,0,0,0,0,0,0,1
2023-03-01,South Hams,0,1,0,0,0,0,0,0,0,1
2023-03-01,South Holland,0,1,0,0,0,0,0,0,0,1
2023-03-01,South Norfolk,0,2,0,0,0,0,0,0,0,2
2023-03-01,South Oxfordshire,0,2,0,0,0,0,0,0,0,2
2023-03-01,South Ribble,0,1,0,0,0,0,0,0,0,1
2023-03-01,Southampton,0,1,0,0,0,0,0,0,0,1
2023-03-01,Southend,0,5,0,0,0,0,0,0,0,5
2023-03-01,Southwark,1,3381,70,11,0,19,100,0,0,3582
2023-03-01,Spelthorne,0,17,1,0,0,0,1,0,0,19
2023-03-01,St Albans,0,1,0,0,0,0,0,0,0,1
2023-03-01,Stevenage,0,1,0,0,0,0,1,0,0,2
2023-03-01,Sutton,0,1037,32,15,0,8,57,0,0,1149
2023-03-01,Swansea,0,2,0,0,0,0,0,0,0,2
2023-03-01,Swindon,0,1,0,0,0,0,0,0,0,1
2023-03-01,Tandridge,0,7,0,0,0,0,0,0,0,7
2023-03-01,Telford and Wrekin,0,3,0,0,0,0,0,0,0,3
2023-03-01,Tendring,0,2,0,0,0,0,0,0,0,2
2023-03-01,Three Rivers,0,7,0,0,0,0,0,0,0,7
2023-03-01,Thurrock,0,6,0,0,0,0,0,0,0,6
2023-03-01,Tonbridge and Malling,0,0,1,0,0,0,0,0,0,1
2023-03-01,Tower Hamlets,0,3861,96,18,0,28,195,0,0,4198
2023-03-01,Uttlesford,0,1,0,0,0,0,0,0,0,1
2023-03-01,Waltham Forest,0,3629,76,11,0,35,68,0,0,3819
2023-03-01,Wandsworth,0,3867,46,13,0,11,101,0,0,4038
2023-03-01,Watford,0,3,0,0,0,0,0,0,0,3
2023-03-01,Wealden,0,2,0,0,0,0,0,0,0,2
2023-03-01,Welwyn Hatfield,0,1,0,0,0,0,0,0,0,1
2023-03-01,West Berkshire,0,1,0,0,0,0,0,0,0,1
2023-03-01,West Lancashire,0,0,0,0,0,0,1,0,0,1
2023-03-01,Westminster,0,6184,205,35,1,30,232,0,0,6687
2023-03-01,Winchester,0,1,0,0,0,0,0,0,0,1
2023-03-01,Woking,0,4,0,0,0,0,0,0,0,4
2023-03-01,Wolverhampton,0,2,0,0,0,0,0,0,0,2
2023-03-01,Wrexham,0,1,0,0,0,0,0,0,0,1
2023-03-01,Wycombe,0,2,0,0,0,0,0,0,0,2
2023-04-01,Arun,0,2,0,0,0,0,0,0,0,2
2023-04-01,Barking and Dagenham,0,1611,55,12,0,13,76,0,0,1767
2023-04-01,Barnet,0,2417,27,6,1,8,72,0,0,2531
2023-04-01,Basildon,0,2,0,0,0,0,0,0,0,2
2023-04-01,Bedford,0,4,0,0,0,0,0,0,0,4
2023-04-01,Bexley,0,913,26,10,0,7,52,0,0,1008
2023-04-01,Birmingham,0,6,0,0,0,0,0,0,0,6
2023-04-01,Blaby,0,1,0,0,0,0,0,0,0,1
2023-04-01,Blackpool,0,2,0,0,0,0,0,0,0,2
2023-04-01,Bournemouth,0,1,0,0,0,0,0,0,0,1
2023-04-01,Bradford,0,1,0,0,0,0,0,0,0,1
2023-04-01,Braintree,0,1,0,0,0,0,0,0,0,1
2023-04-01,Brent,0,2289,55,3,2,21,99,0,0,2469
2023-04-01,Brentwood,0,5,0,0,0,0,0,0,0,5
2023-04-01,Brighton and Hove,0,3,0,0,0,0,0,0,0,3
2023-04-01,Bristol,0,1,0,0,0,0,0,0,0,1
2023-04-01,Bromley,0,1520,64,15,0,5,90,0,0,1694
2023-04-01,Broxbourne,0,7,0,0,0,0,0,0,0,7
2023-04-01,Burnley,0,1,0,0,0,0,0,0,0,1
2023-04-01,Camden,2,3221,35,13,1,16,123,0,0,3411
2023-04-01,Canterbury,0,3,0,0,0,0,0,0,0,3
2023-04-01,Carmarthenshire,0,1,0,0,0,0,0,0,0,1
2023-04-01,Castle Point,0,3,0,0,0,0,0,0,0,3
2023-04-01,Charnwood,0,1,0,0,0,0,0,0,0,1
2023-04-01,Cherwell,0,2,0,0,0,0,0,0,0,2
2023-04-01,Cheshire East,0,6,0,0,0,0,0,0,0,6
2023-04-01,City of London,0,98,0,0,0,0,0,0,0,98
2023-04-01,Colchester,0,6,0,0,0,0,0,0,0,6
2023-04-01,Crawley,0,1,0,0,0,0,0,0,0,1
2023-04-01,Croydon,0,2604,67,25,1,15,89,0,0,2801
2023-04-01,Dacorum,0,2,0,0,0,0,0,0,0,2
2023-04-01,Darlington,0,1,0,0,0,0,0,0,0,1
2023-04-01,Dartford,0,12,2,0,0,0,1,0,0,15
2023-04-01,Doncaster,0,1,0,0,0,0,0,0,0,1
2023-04-01,Dover,0,1,0,0,0,0,0,0,0,1
2023-04-01,Ealing,0,3310,34,13,0,11,65,0,0,3433
2023-04-01,East Hertfordshire,0,1,0,0,0,0,0,0,0,1
2023-04-01,Eden,0,1,0,0,0,0,0,0,0,1
2023-04-01,Elmbridge,0,6,0,0,0,0,0,0,0,6
2023-04-01,Enfield,0,2929,37,16,0,10,73,4,0,3069
2023-04-01,Epping Forest,0,5,0,0,0,0,0,0,0,5
2023-04-01,Epsom and Ewell,0,9,0,0,0,0,1,0,0,10
2023-04-01,Erewash,0,1,0,0,0,0,0,0,0,1
2023-04-01,Gravesham,0,1,0,0,0,0,0,0,0,1
2023-04-01,Greenwich,0,2124,40,7,2,9,82,0,0,2264
2023-04-01,Hackney,0,2197,34,6,1,7,96,0,0,2341
2023-04-01,Hammersmith and Fulham,0,2192,45,9,0,8,92,0,0,2346
2023-04-01,Haringey,0,3061,47,5,0,13,92,0,0,3218
2023-04-01,Harlow,0,0,0,0,0,0,1,0,0,1
2023-04-01,Harrogate,0,1,0,0,0,0,0,0,0,1
2023-04-01,Harrow,0,1488,23,10,1,6,57,0,0,1585
2023-04-01,Hartlepool,0,1,0,0,0,0,0,0,0,1
2023-04-01,Hastings,0,1,0,0,0,0,0,0,0,1
2023-04-01,Havering,0,2068,91,10,0,17,63,0,0,2249
2023-04-01,Hertsmere,0,5,1,0,0,0,0,0,0,6
2023-04-01,Hillingdon,0,2321,47,15,1,5,111,0,0,2500
2023-04-01,Horsham,0,1,0,0,0,0,0,0,0,1
2023-04-01,Hounslow,0,2035,31,18,0,5,89,0,0,2178
2023-04-01,Ipswich,0,2,0,0,0,0,0,0,0,2
2023-04-01,Islington,1,2951,31,8,1,8,105,0,0,3105
2023-04-01,Kensington and Chelsea,0,1546,23,4,0,3,54,0,0,1630
2023-04-01,Kingston upon Thames,0,894,41,12,0,11,48,0,0,1006
2023-04-01,Lambeth,0,2957,28,9,1,9,83,1,0,3088
2023-04-01,Leeds,0,1,0,0,0,0,0,0,0,1
2023-04-01,Leicester,0,2,0,0,0,0,0,0,0,2
2023-04-01,Lewes,0,1,0,0,0,0,0,0,0,1
2023-04-01,Lewisham,0,2794,57,10,1,8,99,0,0,2969
2023-04-01,Lichfield,0,1,0,0,0,0,0,0,0,1
2023-04-01,Luton,0,2,1,0,0,0,0,0,0,3
2023-04-01,Maidstone,0,1,0,0,0,0,0,0,0,1
2023-04-01,Manchester,0,2,0,0,0,0,0,0,0,2
2023-04-01,Medway,0,3,0,0,0,0,0,0,0,3
2023-04-01,Merton,0,1381,22,8,0,3,32,0,0,1446
2023-04-01,Mole Valley,0,2,0,0,0,0,0,0,0,2
2023-04-01,Newham,0,2550,97,16,0,24,127,0,0,2814
2023-04-01,Newport,0,1,0,0,0,0,0,0,0,1
2023-04-01,North Hertfordshire,0,1,0,0,0,0,0,0,0,1
2023-04-01,North West Leicestershire,0,1,0,0,0,0,0,0,0,1
2023-04-01,Norwich,0,1,0,0,0,0,0,0,0,1
2023-04-01,Nottingham,0,4,0,0,0,0,0,0,0,4
2023-04-01,Oldham,0,1,0,0,0,0,0,0,0,1
2023-04-01,Oxford,0,2,0,0,0,0,0,0,0,2
2023-04-01,Pendle,0,1,0,0,0,0,0,0,0,1
2023-04-01,Plymouth,0,2,0,0,0,0,0,0,0,2
2023-04-01,Preston,0,1,0,0,0,0,0,0,0,1
2023-04-01,Reading,0,1,0,0,0,0,0,0,0,1
2023-04-01,Redbridge,0,2470,49,6,3,12,79,0,0,2619
2023-04-01,Reigate and Banstead,0,8,0,0,0,0,0,0,0,8
2023-04-01,Richmond upon Thames,0,1134,16,3,0,3,26,0,0,1182
2023-04-01,Runnymede,0,2,0,0,0,0,0,0,0,2
2023-04-01,Salford,0,1,0,0,0,0,0,0,0,1
2023-04-01,Sevenoaks,0,8,0,0,0,0,0,0,0,8
2023-04-01,Sheffield,0,2,0,0,0,0,0,0,0,2
2023-04-01,Shepway,0,1,0,0,0,0,0,0,0,1
2023-04-01,Slough,0,6,0,0,0,0,0,0,0,6
2023-04-01,South Bucks,0,5,0,0,0,0,0,0,0,5
2023-04-01,South Cambridgeshire,0,1,0,0,0,0,0,0,0,1
2023-04-01,South Derbyshire,0,1,0,0,0,0,0,0,0,1
2023-04-01,South Staffordshire,0,2,0,0,0,0,0,0,0,2
2023-04-01,Southwark,0,2782,42,10,0,10,124,0,0,2968
2023-04-01,Spelthorne,0,8,0,0,0,1,0,0,0,9
2023-04-01,Stevenage,0,2,0,0,0,0,0,0,0,2
2023-04-01,Surrey Heath,0,2,0,0,0,0,0,0,0,2
2023-04-01,Sutton,0,905,29,3,0,8,39,0,0,984
2023-04-01,Swansea,0,1,0,0,0,0,0,0,0,1
2023-04-01,Tamworth,0,1,0,0,0,0,0,0,0,1
2023-04-01,Tandridge,0,1,0,0,0,0,2,0,0,3
2023-04-01,Tendring,0,4,0,0,0,0,0,0,0,4
2023-04-01,Tewkesbury,0,1,0,0,0,0,0,0,0,1
2023-04-01,Three Rivers,0,6,0,0,0,0,0,0,0,6
2023-04-01,Thurrock,0,3,0,0,0,0,0,0,0,3
2023-04-01,Tonbridge and Malling,0,3,0,0,0,0,0,0,0,3
2023-04-01,Tower Hamlets,0,3367,66,14,1,21,138,0,0,3607
2023-04-01,Wakefield,0,3,0,0,0,0,0,0,0,3
2023-04-01,Walsall,0,2,0,0,0,0,0,0,0,2
2023-04-01,Waltham Forest,0,2119,85,8,1,19,73,2,0,2307
2023-04-01,Wandsworth,0,1719,40,7,1,8,57,0,0,1832
2023-04-01,Watford,0,4,0,0,0,0,0,0,0,4
2023-04-01,Wealden,0,1,0,0,0,0,0,0,0,1
2023-04-01,Welwyn Hatfield,0,2,0,0,0,0,1,0,0,3
2023-04-01,West Berkshire,0,1,0,0,0,0,0,0,0,1
2023-04-01,Westminster,0,6238,157,23,3,18,210,0,0,6649
2023-04-01,Windsor and Maidenhead,0,2,0,0,0,0,0,0,0,2
2023-04-01,Wokingham,0,1,0,0,0,0,0,0,0,1
2023-04-01,Worthing,0,1,0,0,0,0,0,0,0,1
2023-04-01,Wrexham,0,2,0,0,0,0,0,0,0,2
2023-04-01,York,0,1,0,0,0,0,0,0,0,1
2023-05-01,Arun,0,3,0,0,0,0,0,0,0,3
2023-05-01,Barking and Dagenham,0,1830,50,6,0,11,100,0,0,1997
2023-05-01,Barnet,0,2835,27,10,0,7,94,0,0,2973
2023-05-01,Basildon,0,3,0,0,0,0,0,0,0,3
2023-05-01,Basingstoke and Deane,0,1,0,0,0,0,0,0,0,1
2023-05-01,Bath and North East Somerset,0,1,0,0,0,0,0,0,0,1
2023-05-01,Bedford,0,2,0,0,0,0,0,0,0,2
2023-05-01,Bexley,0,1441,25,6,0,5,74,0,0,1551
2023-05-01,Birmingham,0,5,0,0,0,0,0,0,0,5
2023-05-01,Blaby,0,2,0,0,0,0,0,0,0,2
2023-05-01,Blackpool,0,1,0,0,0,0,0,0,0,1
2023-05-01,Bradford,0,1,0,0,0,0,0,0,0,1
2023-05-01,Braintree,0,1,0,0,0,0,0,0,0,1
2023-05-01,Breckland,0,1,0,0,0,0,0,0,0,1
2023-05-01,Brent,0,3602,58,13,1,11,97,0,0,3782
2023-05-01,Brentwood,0,10,0,0,0,0,0,0,0,10
2023-05-01,Brighton and Hove,0,1,0,0,0,0,0,0,0,1
2023-05-01,Bristol,0,2,0,0,0,0,0,0,0,2
2023-05-01,Bromley,0,1808,64,15,0,5,78,0,0,1970
2023-05-01,Bromsgrove,0,1,0,0,0,0,0,0,0,1
2023-05-01,Broxbourne,0,5,0,0,0,0,2,0,0,7
2023-05-01,Cambridge,0,1,0,0,0,0,0,0,0,1
2023-05-01,Camden,7,4798,45,8,0,5,114,0,0,4977
2023-05-01,Cardiff,0,1,0,0,0,0,0,0,0,1
2023-05-01,Central Bedfordshire,0,1,0,0,0,0,0,0,0,1
2023-05-01,Charnwood,0,1,0,0,0,0,0,0,0,1
2023-05-01,Chelmsford,0,4,0,0,0,0,0,0,0,4
2023-05-01,Chesterfield,0,1,0,0,0,0,0,0,0,1
2023-05-01,City of London,0,130,0,1,0,0,2,0,0,133
2023-05-01,County Durham,0,1,0,0,0,0,0,0,0,1
2023-05-01,Coventry,0,3,0,0,0,0,0,0,0,3
2023-05-01,Crawley,0,1,0,0,0,0,0,0,0,1
2023-05-01,Croydon,0,2905,74,25,1,8,93,0,0,3106
2023-05-01,Dacorum,0,3,0,0,0,0,0,0,0,3
2023-05-01,Darlington,0,1,0,0,0,0,0,0,0,1
2023-05-01,Dartford,0,13,1,0,0,1,1,0,0,16
2023-05-01,Daventry,0,1,0,0,0,0,0,0,0,1
2023-05-01,Derby,0,1,0,0,0,0,0,0,0,1
2023-05-01,Doncaster,0,6,0,0,0,0,0,0,0,6
2023-05-01,Ealing,0,3204,44,15,0,12,92,0,0,3367
2023-05-01,East Hampshire,0,1,0,0,0,0,0,0,0,1
2023-05-01,Elmbridge,0,8,0,0,0,0,1,0,0,9
2023-05-01,Enfield,0,2921,42,12,0,20,117,1,0,3113
2023-05-01,Epping Forest,0,17,0,0,0,0,0,0,0,17
2023-05-01,Epsom and Ewell,0,5,1,0,0,0,0,0,0,6
2023-05-01,Erewash,0,3,0,0,0,0,0,0,0,3
2023-05-01,Exeter,0,1,0,0,0,0,0,0,0,1
2023-05-01,Fenland,0,1,0,0,0,0,0,0,0,1
2023-05-01,Gedling,0,1,0,0,0,0,0,0,0,1
2023-05-01,Gosport,0,1,0,0,0,0,0,0,0,1
2023-05-01,Gravesham,0,3,0,0,0,0,0,0,0,3
2023-05-01,Greenwich,0,2471,51,11,1,10,115,0,0,2659
2023-05-01,Guildford,0,4,0,0,0,0,0,0,0,4
2023-05-01,Hackney,0,3246,32,8,0,15,131,0,0,3432
2023-05-01,Hambleton,0,1,0,0,0,0,0,0,0,1
2023-05-01,Hammersmith and Fulham,0,2064,51,7,0,9,100,0,0,2231
2023-05-01,Haringey,0,3050,57,4,0,16,105,0,0,3232
2023-05-01,Harlow,0,2,0,0,0,0,0,0,0,2
2023-05-01,Harrow,0,2053,16,5,0,2,40,0,0,2116
2023-05-01,Havant,0,1,0,0,0,0,0,0,0,1
2023-05-01,Havering,0,1979,46,6,0,11,64,0,0,2106
2023-05-01,Herefordshire,0,1,0,0,0,0,0,0,0,1
2023-05-01,Hertsmere,0,3,0,0,0,0,0,0,0,3
2023-05-01,Hillingdon,0,2566,73,21,1,7,119,0,0,2787
2023-05-01,Horsham,0,1,0,0,0,0,0,0,0,1
2023-05-01,Hounslow,0,3569,43,5,0,7,90,0,0,3714
2023-05-01,Huntingdonshire,0,1,0,0,0,0,0,0,0,1
2023-05-01,Ipswich,0,3,0,0,0,0,0,0,0,3
2023-05-01,Islington,6,3521,39,16,0,20,120,0,0,3722
2023-05-01,Kensington and Chelsea,0,1823,27,6,0,4,56,0,0,1916
2023-05-01,Kingston upon Thames,0,958,45,6,0,10,34,0,0,1053
2023-05-01,Lambeth,0,3376,40,16,1,5,125,0,0,3563
2023-05-01,Leeds,0,1,0,0,0,0,1,0,0,2
2023-05-01,Leicester,0,3,0,0,0,0,0,0,0,3
2023-05-01,Lewisham,0,2809,60,16,0,6,116,0,0,3007
2023-05-01,Liverpool,0,5,0,0,0,0,0,0,0,5
2023-05-01,Luton,0,3,0,1,0,0,0,0,0,4
2023-05-01,Maidstone,0,2,0,0,0,0,0,0,0,2
2023-05-01,Manchester,0,2,0,0,0,0,0,0,0,2
2023-05-01,Mansfield,0,1,0,0,0,0,0,0,0,1
2023-05-01,Medway,0,4,0,0,0,0,0,0,0,4
2023-05-01,Merton,0,720,22,13,0,1,68,0,0,824
2023-05-01,Milton Keynes,0,2,0,0,0,0,0,0,0,2
2023-05-01,Mole Valley,0,1,0,0,0,0,0,0,0,1
2023-05-01,New Forest,0,2,0,0,0,0,0,0,0,2
2023-05-01,Newcastle upon Tyne,0,1,0,0,0,0,0,0,0,1
2023-05-01,Newham,0,3373,83,22,0,23,115,0,0,3616
2023-05-01,Newport,0,1,0,0,0,0,0,0,0,1
2023-05-01,North Somerset,0,1,0,0,0,0,0,0,0,1
2023-05-01,Northampton,0,5,0,0,0,0,0,0,0,5
2023-05-01,Norwich,0,4,0,0,0,0,0,0,0,4
2023-05-01,Nottingham,0,1,0,0,0,0,0,0,0,1
2023-05-01,Oxford,0,1,0,0,0,0,0,0,0,1
2023-05-01,Plymouth,0,1,0,0,0,0,0,0,0,1
2023-05-01,Portsmouth,0,2,0,0,0,0,0,0,0,2
2023-05-01,Preston,0,1,0,0,0,0,0,0,0,1
2023-05-01,Reading,0,1,0,0,0,0,2,0,0,3
2023-05-01,Redbridge,0,2954,52,8,1,14,71,0,0,3100
2023-05-01,Reigate and Banstead,0,6,0,0,0,0,0,0,0,6
2023-05-01,Richmond upon Thames,0,724,10,6,0,1,31,0,0,772
2023-05-01,Rochford,0,1,0,0,0,0,0,0,0,1
2023-05-01,Runnymede,0,3,0,0,0,0,0,0,0,3
2023-05-01,Rushcliffe,0,3,0,0,0,0,0,0,0,3
2023-05-01,Rushmoor,0,1,0,0,0,0,0,0,0,1
2023-05-01,Sandwell,0,1,0,0,0,0,0,0,0,1
2023-05-01,Sevenoaks,0,3,0,0,0,0,0,0,0,3
2023-05-01,Sheffield,0,1,0,0,0,0,0,0,0,1
2023-05-01,Slough,0,6,0,0,0,0,1,0,0,7
2023-05-01,Solihull,0,1,0,0,0,0,0,0,0,1
2023-05-01,South Bucks,0,5,0,0,0,0,0,0,0,5
2023-05-01,South Somerset,0,1,0,0,0,0,0,0,0,1
2023-05-01,Southampton,0,4,0,0,0,0,0,0,0,4
2023-05-01,Southend,0,6,0,0,0,0,0,0,0,6
2023-05-01,Southwark,0,2923,52,9,2,8,113,0,0,3107
2023-05-01,Spelthorne,0,13,0,0,0,0,1,0,0,14
2023-05-01,St,0,1,0,0,0,0,0,0,0,1
2023-05-01,St Albans,0,2,0,0,0,0,0,0,0,2
2023-05-01,St Edmundsbury,0,1,0,0,0,0,0,0,0,1
2023-05-01,Stockport,0,1,0,0,0,0,0,0,0,1
2023-05-01,Stoke,0,1,0,0,0,0,0,0,0,1
2023-05-01,Sunderland,0,1,0,0,0,0,0,0,0,1
2023-05-01,Sutton,0,782,40,13,0,1,54,0,0,890
2023-05-01,Swale,0,3,0,0,0,0,0,0,0,3
2023-05-01,Tandridge,0,7,0,0,0,0,1,0,0,8
2023-05-01,Tewkesbury,0,1,0,0,0,0,0,0,0,1
2023-05-01,The Vale of Glamorgan,0,1,0,0,0,0,0,0,0,1
2023-05-01,Three Rivers,0,2,0,0,0,0,0,0,0,2
2023-05-01,Thurrock,0,19,0,0,0,0,0,0,0,19
2023-05-01,Torridge,0,1,0,0,0,0,0,0,0,1
2023-05-01,Tower Hamlets,0,3666,47,8,1,20,136,0,0,3878
2023-05-01,Tunbridge Wells,0,1,0,0,0,0,0,0,0,1
2023-05-01,Uttlesford,0,2,0,0,0,0,0,0,0,2
2023-05-01,Wakefield,0,1,0,0,0,0,0,0,0,1
2023-05-01,Walsall,0,1,0,0,0,0,0,0,0,1
2023-05-01,Waltham Forest,0,2511,56,15,0,16,72,0,0,2670
2023-05-01,Wandsworth,0,2962,29,7,0,3,78,0,0,3079
2023-05-01,Watford,0,2,0,0,0,0,0,0,0,2
2023-05-01,Welwyn Hatfield,0,1,0,0,0,0,0,0,0,1
2023-05-01,Westminster,0,6892,149,25,1,17,229,0,0,7313
2023-05-01,Windsor and Maidenhead,0,2,0,0,0,0,0,0,0,2
2023-05-01,Woking,0,1,0,0,0,0,0,0,0,1
2023-05-01,Wycombe,0,1,0,0,0,0,0,0,0,1
2023-06-01,Arun,0,1,0,0,0,0,0,0,0,1
2023-06-01,Barking and Dagenham,0,2127,70,9,1,15,84,0,0,2306
2023-06-01,Barnet,1,3214,37,5,0,9,125,0,0,3391
2023-06-01,Basingstoke and Deane,0,1,0,0,0,0,1,0,0,2
2023-06-01,Bedford,0,3,0,0,0,0,0,0,0,3
2023-06-01,Bexley,0,922,33,7,0,7,73,0,0,1042
2023-06-01,Birmingham,0,3,0,0,0,0,0,0,0,3
2023-06-01,Blaby,0,1,0,0,0,0,0,0,0,1
2023-06-01,Bolton,0,2,0,0,0,0,0,0,0,2
2023-06-01,Bradford,0,1,0,0,0,0,0,0,0,1
2023-06-01,Brent,0,2955,45,7,0,21,127,0,0,3155
2023-06-01,Brentwood,0,4,0,0,0,0,1,0,0,5
2023-06-01,Brighton and Hove,0,1,0,0,0,0,0,0,0,1
2023-06-01,Bristol,0,1,0,0,0,0,0,0,0,1
2023-06-01,Broadland,0,1,0,0,0,0,0,0,0,1
2023-06-01,Bromley,0,1460,63,15,0,6,83,16,0,1643
2023-06-01,Broxbourne,0,8,0,0,0,0,1,0,0,9
2023-06-01,Buckinghamshire,0,10,0,0,0,0,0,0,0,10
2023-06-01,Bury,0,1,0,0,0,0,0,0,0,1
2023-06-01,Camden,0,3573,41,4,1,5,133,0,0,3757
2023-06-01,Cardiff,0,1,0,0,0,0,0,0,0,1
2023-06-01,Carlisle,0,1,0,0,0,0,0,0,0,1
2023-06-01,Central Bedfordshire,0,2,0,0,0,0,0,0,0,2
2023-06-01,Chelmsford,0,1,0,0,0,0,0,0,0,1
2023-06-01,City of London,0,99,0,0,0,0,1,0,0,100
2023-06-01,Colchester,0,2,0,0,0,0,0,0,0,2
2023-06-01,County Durham,0,1,0,0,0,0,0,0,0,1
2023-06-01,Crawley,0,2,0,0,0,0,0,0,0,2
2023-06-01,Croydon,0,2529,53,25,1,15,119,51,0,2793
2023-06-01,Dacorum,0,2,0,0,0,0,0,0,0,2
2023-06-01,Dartford,0,13,4,0,0,0,0,0,0,17
2023-06-01,Dover,0,1,0,0,0,0,0,0,0,1
2023-06-01,Ealing,0,2729,57,13,3,17,124,0,0,2943
2023-06-01,East Hertfordshire,0,1,0,0,0,0,0,0,0,1
2023-06-01,Eastbourne,0,3,0,0,0,0,0,0,0,3
2023-06-01,Elmbridge,0,4,0,0,0,0,0,0,0,4
2023-06-01,Enfield,0,1750,34,13,0,5,111,0,0,1913
2023-06-01,Epping Forest,0,15,0,1,0,0,0,0,0,16
2023-06-01,Epsom and Ewell,0,9,0,0,0,0,0,0,0,9
2023-06-01,Erewash,0,1,0,0,0,0,0,0,0,1
2023-06-01,Gloucester,0,1,0,0,0,0,0,0,0,1
2023-06-01,Gosport,0,1,0,0,0,0,0,0,0,1
2023-06-01,Great Yarmouth,0,2,0,0,0,0,0,0,0,2
2023-06-01,Greenwich,0,2264,66,17,0,18,116,0,0,2481
2023-06-01,Gwynedd,0,1,0,0,0,0,0,0,0,1
2023-06-01,Hackney,0,3078,33,9,0,9,116,0,0,3245
2023-06-01,Hambleton,0,1,0,0,0,0,0,0,0,1
2023-06-01,Hammersmith and Fulham,0,1920,44,4,0,13,66,0,0,2047
2023-06-01,Haringey,0,2266,34,8,0,19,81,0,0,2408
2023-06-01,Harlow,0,2,0,0,0,0,0,0,0,2
2023-06-01,Harrow,0,1367,36,5,0,3,30,0,0,1441
2023-06-01,Havering,0,1591,70,8,0,19,97,0,0,1785
2023-06-01,Hertsmere,0,8,0,0,0,0,0,0,0,8
2023-06-01,Hillingdon,1,2412,63,24,2,3,97,0,0,2602
2023-06-01,Hounslow,0,1600,47,15,3,7,105,0,0,1777
2023-06-01,Islington,0,3001,58,10,1,15,118,0,0,3203
2023-06-01,Kensington and Chelsea,0,1213,25,3,1,3,54,0,0,1299
2023-06-01,Kingston upon Hull,0,1,0,0,0,0,0,0,0,1
2023-06-01,Kingston upon Thames,0,699,46,9,1,5,45,0,0,805
2023-06-01,Kirklees,0,1,0,0,0,0,0,0,0,1
2023-06-01,Lambeth,1,2781,53,14,3,10,194,0,0,3056
2023-06-01,Leeds,0,1,0,0,0,0,0,0,0,1
2023-06-01,Leicester,0,1,0,0,0,0,0,0,0,1
2023-06-01,Lewisham,0,2163,38,13,2,9,120,0,0,2345
2023-06-01,Liverpool,0,2,0,0,0,0,0,0,0,2
2023-06-01,Luton,0,4,0,0,0,0,0,0,0,4
2023-06-01,Maidstone,0,2,0,0,0,0,0,0,0,2
2023-06-01,Medway,0,8,0,0,0,0,0,0,0,8
2023-06-01,Merthyr Tydfil,0,1,0,0,0,0,0,0,0,1
2023-06-01,Merton,0,895,18,7,0,1,47,0,0,968
2023-06-01,Mid Sussex,0,1,0,0,0,0,0,0,0,1
2023-06-01,Milton Keynes,0,2,0,0,0,0,0,0,0,2
2023-06-01,Newark and Sherwood,0,1,0,0,0,0,0,0,0,1
2023-06-01,Newham,0,2609,88,12,0,30,131,0,0,2870
2023-06-01,North Somerset,0,3,0,0,0,0,0,0,0,3
2023-06-01,Oldham,0,0,0,0,0,0,1,0,0,1
2023-06-01,Peterborough,0,4,0,0,0,0,0,0,0,4
2023-06-01,Reading,0,1,0,0,0,0,0,0,0,1
2023-06-01,Redbridge,0,2057,55,9,0,12,86,0,0,2219
2023-06-01,Reigate and Banstead,0,4,0,0,0,0,0,0,0,4
2023-06-01,Richmond upon Thames,0,1116,26,7,1,1,24,0,0,1175
2023-06-01,Rochford,0,2,0,0,0,0,0,0,0,2
2023-06-01,Rother,0,1,0,0,0,0,0,0,0,1
2023-06-01,Runnymede,0,2,0,0,0,0,0,0,0,2
